record_id,step_0,step_1,step_2,step_3
1957,1615.0,4650,4199,498.0
1098,1616.0,781,1363,2050.0
811,1617.0,2559,3613,1689.0
2080,1618.0,3369,2558,2348.0
2507,1619.0,744,4607,1093.0
981,1620.0,4561,523,1814.0
164,1621.0,432,4654,25.0
2572,1622.0,4867,138,1622.0
2792,1623.0,25,4176,128.0
1256,1624.0,2661,1865,415.0
2268,1625.0,3422,376,1843.0
2756,1626.0,697,558,2157.0
2164,1627.0,34,943,1949.0
692,1628.0,382,195,1580.0
2525,1629.0,3080,966,569.0
1552,1630.0,1367,446,1904.0
462,1631.0,2397,3354,1245.0
1717,1632.0,4858,473,738.0
254,1633.0,3148,1781,85.0
180,1634.0,4657,1874,1053.0
645,1635.0,2224,517,1591.0
284,1636.0,3012,2460,576.0
719,1637.0,2474,1394,1271.0
2469,1638.0,2113,919,2139.0
1390,1639.0,809,3386,2825.0
1355,1640.0,4671,1132,474.0
1022,1641.0,4794,141,1742.0
1692,1642.0,2834,3747,830.0
725,1643.0,232,2781,1654.0
2007,1644.0,3147,1633,797.0
98,1645.0,320,1443,2343.0
757,1646.0,1762,2389,2035.0
2531,1647.0,4454,3957,1848.0
1758,1648.0,3772,187,683.0
2055,1649.0,891,805,353.0
694,1650.0,389,3432,684.0
715,1651.0,3292,1110,583.0
822,1652.0,1894,560,1681.0
613,1653.0,2399,4482,2826.0
2434,1654.0,3166,595,2654.0
2529,1655.0,2688,1269,898.0
1772,1656.0,3101,1410,1355.0
1701,1657.0,3420,1152,977.0
614,1658.0,1227,2145,2649.0
621,1659.0,3117,3401,2563.0
2762,1660.0,4082,3454,1530.0
1733,1661.0,1529,2302,825.0
870,1662.0,309,944,2716.0
193,1663.0,2673,212,521.0
114,1664.0,4099,2914,187.0
1232,1665.0,289,666,761.0
861,1666.0,1831,803,851.0
2523,1667.0,11,1336,2841.0
2786,1668.0,2977,2401,363.0
2799,1669.0,2310,814,1773.0
1656,1670.0,2164,3761,2167.0
2017,1671.0,298,4729,1267.0
369,1672.0,1717,3377,556.0
1732,1673.0,2917,3874,1359.0
150,1674.0,2956,2291,2360.0
41,1675.0,1547,3925,2503.0
377,1676.0,3146,546,885.0
1287,1677.0,839,4813,1076.0
85,1678.0,2241,3844,886.0
908,1679.0,1800,2292,72.0
2662,1680.0,3236,1373,2552.0
1200,1681.0,4354,2863,1171.0
409,1682.0,1473,3294,2812.0
2741,1683.0,778,152,1128.0
1923,1684.0,2939,1416,380.0
223,1685.0,434,3809,2465.0
2522,1686.0,4412,3470,1609.0
2234,1687.0,1162,3389,2727.0
2139,1688.0,1679,1592,211.0
2460,1689.0,2849,2262,2578.0
371,1690.0,158,2906,2291.0
2135,1691.0,3867,193,2785.0
1069,1692.0,650,4139,490.0
1320,1693.0,3079,3861,1943.0
1142,1694.0,2478,2156,2525.0
1622,1695.0,4453,3999,1169.0
2112,1696.0,1201,2707,2062.0
1993,1697.0,403,3410,2373.0
508,1698.0,76,3218,453.0
762,1699.0,4761,2146,1164.0
894,1700.0,4732,732,939.0
2672,1701.0,917,3096,2375.0
1662,1702.0,1871,2237,1290.0
1181,1703.0,1226,2626,696.0
2086,1704.0,442,108,2381.0
2464,1705.0,2271,508,2675.0
1810,1706.0,3525,850,1204.0
2322,1707.0,3776,1896,2021.0
1013,1708.0,4864,801,53.0
1659,1709.0,872,4877,1259.0
1829,1710.0,3045,4040,1013.0
1571,1711.0,1491,644,987.0
1835,1712.0,4641,93,412.0
2031,1713.0,4060,2061,1320.0
2404,1714.0,345,2616,2286.0
2853,1715.0,2267,1072,2189.0
1984,1716.0,2337,541,1291.0
1750,1717.0,2557,1421,96.0
824,1718.0,3957,2083,1697.0
1050,1719.0,2384,1481,587.0
2832,1720.0,2471,2116,1420.0
1712,1721.0,3967,64,734.0
739,1722.0,4648,1466,811.0
2798,1723.0,1797,2576,173.0
1157,1724.0,2119,4731,2643.0
2053,1725.0,1634,3030,1276.0
602,1726.0,972,830,335.0
2419,1727.0,4607,679,2836.0
777,1728.0,3038,2746,552.0
1964,1729.0,4507,3792,461.0
198,1730.0,3634,3029,1732.0
2639,1731.0,143,1862,1298.0
2607,1732.0,3463,1268,1457.0
2334,1733.0,2765,2749,1557.0
1424,1734.0,4366,2081,234.0
1526,1735.0,1320,1763,176.0
1516,1736.0,2752,4696,1055.0
2755,1737.0,4237,706,93.0
2312,1738.0,4773,2971,2281.0
208,1739.0,4247,1821,1664.0
1161,1740.0,621,4515,1629.0
2030,1741.0,3094,2861,2144.0
1930,1742.0,2367,2541,1484.0
1244,1743.0,4390,4486,994.0
52,1744.0,422,1692,1041.0
2566,1745.0,894,2890,1614.0
1271,1746.0,4595,3021,15.0
1042,1747.0,735,4443,2333.0
644,1748.0,1284,1214,381.0
416,1749.0,501,4686,542.0
247,1750.0,2503,4240,1632.0
1039,1751.0,4824,2046,1917.0
661,1752.0,3700,3490,2052.0
1171,1753.0,4451,536,2612.0
1988,1754.0,3650,1492,75.0
1302,1755.0,1546,1170,2347.0
552,1756.0,2184,4145,302.0
774,1757.0,3822,4232,2175.0
574,1758.0,1246,3608,1887.0
730,1759.0,4484,4685,2332.0
1363,1760.0,206,2325,2557.0
558,1761.0,2740,3063,2495.0
10,1762.0,4108,1604,1323.0
1432,1763.0,4482,3538,2309.0
2228,1764.0,2996,1559,915.0
835,1765.0,3744,2941,147.0
2673,1766.0,776,2555,1967.0
533,1767.0,1080,3741,1394.0
182,1768.0,2259,4170,2029.0
4,1769.0,905,886,1892.0
2848,1770.0,4432,3089,832.0
1452,1771.0,3575,1752,1025.0
605,1772.0,4370,2359,1090.0
2239,1773.0,2916,2220,2370.0
45,1774.0,1892,365,1973.0
141,1775.0,2992,3167,1168.0
2428,1776.0,3128,2865,2222.0
2764,1777.0,2218,4314,1642.0
2365,1778.0,889,471,2725.0
541,1779.0,1813,3437,1747.0
944,1780.0,2840,2665,2230.0
1441,1781.0,4741,1264,2266.0
1789,1782.0,2211,2429,2700.0
1635,1783.0,3501,4503,2515.0
1335,1784.0,2797,3656,2705.0
2396,1785.0,104,2492,659.0
1265,1786.0,2589,4800,1922.0
487,1787.0,4406,408,1342.0
316,1788.0,1257,3982,386.0
880,1789.0,3448,4870,462.0
711,1790.0,4448,918,2651.0
1130,1791.0,906,3057,2840.0
2501,1792.0,4462,337,256.0
2198,1793.0,537,3024,1255.0
2785,1794.0,2445,3529,649.0
77,1795.0,4543,4523,617.0
2636,1796.0,1310,1934,1481.0
251,1797.0,817,898,2523.0
640,1798.0,2608,4601,2354.0
884,1799.0,863,4818,1282.0
1331,1800.0,1475,3249,2814.0
1019,1801.0,3266,410,2148.0
2215,1802.0,1421,1431,601.0
9,1803.0,1156,1158,1730.0
2000,1804.0,2978,2921,162.0
1467,1805.0,4675,3679,967.0
2281,1806.0,554,3220,2831.0
597,1807.0,2494,663,2151.0
1072,1808.0,3659,2065,252.0
2658,1809.0,3133,1610,376.0
1334,1810.0,2967,3265,1977.0
726,1811.0,3378,515,14.0
1155,1812.0,1067,4168,2290.0
729,1813.0,505,783,663.0
1727,1814.0,409,1514,148.0
1491,1815.0,3141,3548,227.0
505,1816.0,3375,3355,1038.0
232,1817.0,2133,2111,560.0
2094,1818.0,3365,750,417.0
1613,1819.0,2829,1014,428.0
100,1820.0,4444,3567,1846.0
1943,1821.0,2495,1313,857.0
2384,1822.0,1510,2945,1148.0
1240,1823.0,566,910,221.0
225,1824.0,4310,4385,339.0
1466,1825.0,4107,4315,814.0
1169,1826.0,4589,3947,2603.0
1565,1827.0,939,619,667.0
741,1828.0,1341,3049,1675.0
689,1829.0,4002,2379,1707.0
1062,1830.0,2332,3894,2172.0
2089,1831.0,3437,1813,118.0
2452,1832.0,2466,4548,1890.0
1947,1833.0,3244,3387,188.0
1427,1834.0,1476,1440,2673.0
2130,1835.0,2402,1283,2240.0
684,1836.0,3320,3091,937.0
2193,1837.0,433,3107,1726.0
2013,1838.0,1825,1124,2821.0
693,1839.0,1047,4787,2671.0
86,1840.0,4429,3268,923.0
2561,1841.0,2758,2871,1283.0
199,1842.0,1751,1223,2256.0
675,1843.0,4388,1140,2076.0
1555,1844.0,3979,167,2207.0
2871,1845.0,840,1835,1791.0
801,1846.0,3061,3812,997.0
677,1847.0,4239,775,2640.0
470,1848.0,996,3570,2508.0
534,1849.0,1565,1419,827.0
1956,1850.0,989,3144,1011.0
2154,1851.0,281,4166,1227.0
1203,1852.0,2117,3769,2510.0
2203,1853.0,4348,1608,2312.0
137,1854.0,983,733,2751.0
2222,1855.0,1850,3644,199.0
1881,1856.0,1909,1125,2790.0
1437,1857.0,3642,2114,1124.0
1915,1858.0,1202,1958,592.0
787,1859.0,3382,3641,1065.0
1907,1860.0,1749,1191,1639.0
948,1861.0,4322,133,1805.0
2629,1862.0,3636,4874,2313.0
2600,1863.0,1747,4419,108.0
1872,1864.0,4397,3811,372.0
779,1865.0,1612,1659,1665.0
1542,1866.0,4142,1225,266.0
892,1867.0,745,3035,2864.0
1377,1868.0,4187,3368,1126.0
1423,1869.0,4137,3318,120.0
47,1870.0,1200,351,1921.0
673,1871.0,1889,1776,1832.0
270,1872.0,911,3441,1604.0
1665,1873.0,1847,3123,295.0
2133,1874.0,953,665,2038.0
65,1875.0,2686,1872,475.0
1654,1876.0,4874,3330,1523.0
2633,1877.0,235,2894,274.0
134,1878.0,3531,4392,1992.0
2124,1879.0,3524,2035,2614.0
328,1880.0,3119,3716,1119.0
239,1881.0,1144,4068,30.0
1038,1882.0,864,394,2538.0
1502,1883.0,2120,4508,1073.0
1914,1884.0,1396,3309,1792.0
697,1885.0,1609,3005,1617.0
1606,1886.0,4534,94,2463.0
2289,1887.0,4157,4631,23.0
2123,1888.0,4512,435,518.0
57,1889.0,181,2900,2303.0
2394,1890.0,3461,1309,1965.0
1893,1891.0,780,1547,1939.0
439,1892.0,1911,3766,132.0
2039,1893.0,3568,2912,2677.0
2250,1894.0,4369,3120,1325.0
2306,1895.0,812,3262,536.0
925,1896.0,3724,2928,2828.0
1191,1897.0,3413,4827,246.0
497,1898.0,3633,1798,181.0
546,1899.0,257,4402,1199.0
2595,1900.0,1218,1570,978.0
1740,1901.0,1148,3937,1651.0
2023,1902.0,4861,2104,965.0
2689,1903.0,1316,4765,400.0
736,1904.0,165,2531,2011.0
910,1905.0,3251,638,2164.0
712,1906.0,741,4157,2480.0
685,1907.0,27,4552,2470.0
290,1908.0,521,4377,2558.0
1329,1909.0,3527,2388,1555.0
2775,1910.0,212,2520,919.0
1241,1911.0,3579,1873,2337.0
2641,1912.0,4466,2276,449.0
1006,1913.0,2629,3933,887.0
178,1914.0,3220,2143,1752.0
1877,1915.0,2288,2396,59.0
2656,1916.0,4628,2064,1857.0
1085,1917.0,2296,3974,2219.0
856,1918.0,2587,144,1467.0
2127,1919.0,2946,190,847.0
1508,1920.0,4219,2532,1907.0
22,1921.0,2599,60,1657.0
1151,1922.0,2658,2571,1745.0
866,1923.0,4691,1729,1363.0
1392,1924.0,113,581,2269.0
2136,1925.0,1189,1477,1114.0
2590,1926.0,1073,3723,2091.0
249,1927.0,807,2831,2817.0
2052,1928.0,2126,4860,741.0
658,1929.0,4049,4725,2520.0
1910,1930.0,386,1385,1797.0
1444,1931.0,1864,1945,1915.0
501,1932.0,372,1805,354.0
1102,1933.0,3980,451,2617.0
537,1934.0,1112,374,2589.0
1892,1935.0,686,713,1519.0
386,1936.0,2455,4253,167.0
769,1937.0,2549,1083,389.0
1183,1938.0,1562,4051,401.0
1378,1939.0,3616,1939,912.0
1222,1940.0,1254,3234,2114.0
976,1941.0,1545,1820,2615.0
2436,1942.0,879,3154,705.0
2373,1943.0,1769,3784,1246.0
1987,1944.0,3252,4652,1551.0
2659,1945.0,2297,4398,1094.0
1099,1946.0,3492,2274,2681.0
1465,1947.0,316,1301,1708.0
530,1948.0,4477,2649,374.0
1938,1949.0,3740,4154,1162.0
1611,1950.0,2091,1739,83.0
527,1951.0,4853,4602,1877.0
2598,1952.0,3695,426,815.0
1624,1953.0,2506,3620,62.0
2078,1954.0,4211,2040,431.0
939,1955.0,4190,1298,2444.0
564,1956.0,1394,4110,40.0
653,1957.0,749,2652,2213.0
1637,1958.0,665,4826,2553.0
2589,1959.0,3271,3286,1067.0
2502,1960.0,813,4555,2733.0
51,1961.0,344,2667,1150.0
2366,1962.0,2707,1047,1628.0
1795,1963.0,3503,2348,161.0
1636,1964.0,4356,3050,1578.0
177,1965.0,763,2560,510.0
1492,1966.0,1958,1372,54.0
2260,1967.0,1652,1344,2808.0
898,1968.0,198,640,2636.0
32,1969.0,4502,4855,2769.0
61,1970.0,3030,3357,920.0
2591,1971.0,4476,3903,1885.0
1621,1972.0,3069,2954,982.0
568,1973.0,2612,1327,174.0
573,1974.0,204,4015,1662.0
532,1975.0,2410,2341,1306.0
329,1976.0,3936,194,1050.0
695,1977.0,3073,4303,810.0
491,1978.0,4800,3732,1930.0
1596,1979.0,1353,1061,226.0
963,1980.0,4430,3759,2216.0
1610,1981.0,1312,534,111.0
629,1982.0,4052,2766,1113.0
514,1983.0,2194,1199,2289.0
2835,1984.0,750,2259,1304.0
95,1985.0,1266,819,1184.0
678,1986.0,2564,4536,39.0
1213,1987.0,514,3989,10.0
1982,1988.0,4863,4876,1330.0
1794,1989.0,528,2651,1509.0
1996,1990.0,2012,815,2003.0
2040,1991.0,346,1775,1570.0
924,1992.0,1388,3000,306.0
1243,1993.0,1182,1691,1344.0
1986,1994.0,228,505,50.0
740,1995.0,3383,954,1563.0
1393,1996.0,1164,4492,1520.0
372,1997.0,161,486,1897.0
230,1998.0,1481,4404,28.0
363,1999.0,2835,907,2015.0
1851,2000.0,4342,417,1663.0
1567,2001.0,1314,4260,1856.0
1916,2002.0,244,4312,795.0
855,2003.0,861,224,1579.0
429,2004.0,1348,995,852.0
1190,2005.0,78,3193,2041.0
586,2006.0,518,1513,1889.0
1667,2007.0,2209,3475,2322.0
1296,2008.0,4703,3266,2357.0
2506,2009.0,3545,3140,2185.0
2288,2010.0,2037,2319,2192.0
1139,2011.0,986,927,203.0
2087,2012.0,3644,1411,2349.0
314,2013.0,2480,3638,1377.0
1533,2014.0,4676,1817,2596.0
1557,2015.0,2872,1352,511.0
1197,2016.0,2861,3659,2498.0
1311,2017.0,332,2773,1165.0
1674,2018.0,3268,1822,1429.0
1024,2019.0,429,1710,1030.0
1802,2020.0,1023,1329,844.0
1342,2021.0,291,964,793.0
2263,2022.0,1256,684,2127.0
2162,2023.0,2820,559,2272.0
269,2024.0,3552,4164,838.0
1723,2025.0,2874,2305,652.0
1425,2026.0,3340,378,1686.0
1863,2027.0,4832,736,1753.0
1592,2028.0,3883,3685,1845.0
207,2029.0,138,3532,2659.0
1110,2030.0,600,3340,2150.0
2098,2031.0,1305,2597,563.0
417,2032.0,2174,3209,1574.0
1173,2033.0,343,3344,933.0
983,2034.0,2350,330,35.0
806,2035.0,603,3536,527.0
1805,2036.0,1655,444,1755.0
79,2037.0,834,675,2304.0
671,2038.0,965,4460,586.0
2601,2039.0,1537,4591,824.0
1894,2040.0,2116,769,1107.0
360,2041.0,2816,4761,2775.0
1041,2042.0,4050,270,82.0
1362,2043.0,3838,3188,197.0
1724,2044.0,2738,993,784.0
183,2045.0,2171,327,2793.0
115,2046.0,2583,2740,1274.0
237,2047.0,2453,2094,537.0
1820,2048.0,152,3146,2592.0
1261,2049.0,2141,838,182.0
2579,2050.0,3211,238,1236.0
471,2051.0,4372,4596,2750.0
169,2052.0,2577,3710,1815.0
130,2053.0,1839,4480,1525.0
1036,2054.0,2167,4535,1998.0
140,2055.0,4015,3010,1008.0
1898,2056.0,1096,2684,224.0
423,2057.0,934,2849,2155.0
419,2058.0,504,2022,2536.0
2780,2059.0,3672,2534,2629.0
1429,2060.0,1143,3627,496.0
1177,2061.0,4037,873,1200.0
1647,2062.0,251,1550,2644.0
1791,2063.0,1541,1278,866.0
205,2064.0,3466,693,1736.0
1270,2065.0,1555,2499,1160.0
1826,2066.0,4321,3817,2608.0
2170,2067.0,1369,4212,2406.0
773,2068.0,2689,4550,2073.0
1077,2069.0,1380,2317,635.0
1917,2070.0,823,3314,192.0
1114,2071.0,1883,3101,2506.0
940,2072.0,4615,4532,789.0
1081,2073.0,517,2191,1677.0
493,2074.0,3462,2437,2741.0
2161,2075.0,1319,4663,2072.0
542,2076.0,2771,216,1671.0
1945,2077.0,2808,3810,1489.0
2235,2078.0,3893,4728,1057.0
2182,2079.0,642,668,894.0
2670,2080.0,3820,3950,1042.0
2231,2081.0,976,4132,2652.0
374,2082.0,2651,4655,4.0
2556,2083.0,4055,1361,1439.0
1616,2084.0,1335,3510,2849.0
728,2085.0,2341,2364,2619.0
1026,2086.0,3966,3653,1403.0
513,2087.0,3204,404,361.0
1953,2088.0,587,2642,2450.0
2142,2089.0,2216,2088,1690.0
1210,2090.0,368,1497,979.0
435,2091.0,4717,4541,2355.0
1551,2092.0,4749,1646,2171.0
999,2093.0,3476,4429,1575.0
387,2094.0,2284,3969,1335.0
279,2095.0,3034,623,975.0
82,2096.0,4238,3587,2267.0
1812,2097.0,4524,3484,2390.0
1773,2098.0,1150,4065,488.0
710,2099.0,3937,3745,2690.0
1652,2100.0,4701,3115,2352.0
2257,2101.0,1772,617,2827.0
796,2102.0,1251,1148,2344.0
1283,2103.0,2625,1338,142.0
2225,2104.0,3256,1538,214.0
438,2105.0,108,1062,2667.0
929,2106.0,1531,577,1459.0
643,2107.0,3791,1956,1499.0
498,2108.0,2890,3064,2259.0
1912,2109.0,3423,1720,452.0
2255,2110.0,1469,2551,70.0
2855,2111.0,1855,294,2633.0
2682,2112.0,1032,3394,2248.0
2546,2113.0,3739,3463,1340.0
1566,2114.0,4031,3464,875.0
1874,2115.0,2647,4415,2461.0
2630,2116.0,1570,914,1313.0
2114,2117.0,3047,4694,1508.0
2760,2118.0,2609,4617,947.0
96,2119.0,609,4464,2642.0
2070,2120.0,543,1106,191.0
1470,2121.0,3398,2734,1975.0
529,2122.0,4395,1932,1645.0
1340,2123.0,1701,3742,1940.0
1807,2124.0,2633,1178,1994.0
1699,2125.0,2584,3652,1471.0
2516,2126.0,3653,1211,1137.0
87,2127.0,3029,361,2274.0
190,2128.0,2768,2859,2395.0
252,2129.0,3496,2457,1539.0
845,2130.0,3410,1892,1825.0
798,2131.0,68,3150,1491.0
42,2132.0,3200,3751,1678.0
854,2133.0,1603,3689,1893.0
1412,2134.0,363,2328,655.0
336,2135.0,2273,1518,397.0
2352,2136.0,2789,285,458.0
834,2137.0,4860,4777,1698.0
2520,2138.0,769,1717,2367.0
1937,2139.0,4066,1290,2397.0
338,2140.0,500,571,1202.0
2865,2141.0,4248,4711,2714.0
2054,2142.0,1896,2235,716.0
1765,2143.0,4514,3043,1081.0
1060,2144.0,1225,4693,633.0
222,2145.0,3225,2853,2111.0
902,2146.0,871,1480,2756.0
2167,2147.0,4577,4121,261.0
460,2148.0,2380,3996,447.0
2299,2149.0,915,4165,879.0
1188,2150.0,3199,2253,1447.0
1799,2151.0,3212,2986,19.0
2509,2152.0,3065,2711,1423.0
761,2153.0,4105,1677,1139.0
1813,2154.0,4062,528,2688.0
39,2155.0,457,4457,1106.0
2730,2156.0,3224,900,2233.0
1309,2157.0,1097,2321,627.0
2357,2158.0,426,3380,2034.0
73,2159.0,1087,3986,2701.0
556,2160.0,2490,2643,791.0
167,2161.0,3215,524,2660.0
1767,2162.0,2592,892,599.0
2107,2163.0,2303,442,2401.0
985,2164.0,1561,4177,1598.0
2199,2165.0,2616,4642,1859.0
1743,2166.0,647,4369,1443.0
1553,2167.0,1327,4794,1118.0
2617,2168.0,1419,447,2280.0
1126,2169.0,3021,4250,2265.0
923,2170.0,1129,616,1535.0
1509,2171.0,1549,2895,1550.0
1511,2172.0,1207,2909,1082.0
256,2173.0,3091,1509,1540.0
267,2174.0,3547,2054,269.0
2695,2175.0,3905,449,2143.0
173,2176.0,1693,2880,1953.0
1824,2177.0,2817,4470,2698.0
2492,2178.0,684,4714,2331.0
62,2179.0,4688,4128,1280.0
2025,2180.0,1558,1540,620.0
570,2181.0,4827,2567,2384.0
1576,2182.0,3779,4713,1826.0
1867,2183.0,4174,897,638.0
1454,2184.0,2079,221,2801.0
2174,2185.0,4718,3285,2377.0
358,2186.0,3018,2378,205.0
1843,2187.0,2700,4755,2186.0
1094,2188.0,1157,1780,2043.0
2691,2189.0,3233,3856,408.0
2431,2190.0,725,2337,2426.0
2826,2191.0,1089,1979,1424.0
2834,2192.0,304,2866,1619.0
318,2193.0,1967,4540,1682.0
322,2194.0,2065,381,2582.0
299,2195.0,3825,2194,229.0
2100,2196.0,3655,3087,2850.0
432,2197.0,2099,3568,2537.0
1790,2198.0,1758,2918,1694.0
676,2199.0,2018,1388,1538.0
1259,2200.0,2634,722,2231.0
1276,2201.0,2102,567,1409.0
2195,2202.0,1887,26,1043.0
1538,2203.0,2005,3175,1292.0
15,2204.0,2669,1673,73.0
1137,2205.0,1999,3565,831.0
2657,2206.0,1347,3205,735.0
2059,2207.0,2182,2135,1522.0
367,2208.0,565,4625,628.0
2439,2209.0,6,2729,2528.0
72,2210.0,1028,1693,17.0
1711,2211.0,2207,203,1886.0
1448,2212.0,223,2938,193.0
2861,2213.0,4208,2218,2851.0
933,2214.0,2983,2147,591.0
1548,2215.0,4813,1890,33.0
2458,2216.0,2558,2472,551.0
442,2217.0,2515,3416,2326.0
1973,2218.0,557,1362,1242.0
475,2219.0,2940,3199,798.0
1313,2220.0,909,4753,2018.0
2746,2221.0,1765,1208,1023.0
1569,2222.0,4095,1403,848.0
34,2223.0,3418,1978,1273.0
1472,2224.0,805,311,1631.0
1648,2225.0,3703,217,639.0
289,2226.0,581,2330,1834.0
1075,2227.0,3826,2722,691.0
1745,2228.0,3275,4355,2807.0
2441,2229.0,4384,91,823.0
648,2230.0,2485,4442,2732.0
2643,2231.0,1944,3544,250.0
2847,2232.0,4296,4080,1058.0
14,2233.0,1553,627,897.0
759,2234.0,1925,4647,2010.0
1043,2235.0,4135,3951,636.0
2471,2236.0,3196,3970,1153.0
344,2237.0,1338,1992,889.0
103,2238.0,4854,4679,260.0
1123,2239.0,2293,4781,1641.0
2801,2240.0,3895,3048,1022.0
1819,2241.0,2481,667,216.0
368,2242.0,3683,2050,2847.0
1132,2243.0,1398,4650,2147.0
196,2244.0,1500,3822,2766.0
784,2245.0,4568,332,2555.0
1373,2246.0,1936,2892,2128.0
1267,2247.0,2678,2474,2282.0
1703,2248.0,4141,220,1305.0
2548,2249.0,451,334,2460.0
2707,2250.0,258,2014,2696.0
38,2251.0,715,3371,2734.0
2467,2252.0,361,4118,1032.0
165,2253.0,4774,2426,737.0
2483,2254.0,4088,2554,293.0
1777,2255.0,2023,4350,135.0
1164,2256.0,2443,2316,1079.0
1942,2257.0,2631,4119,1044.0
1680,2258.0,497,2464,2618.0
403,2259.0,2981,967,1275.0
1332,2260.0,3993,3708,2472.0
2423,2261.0,471,3525,1850.0
2001,2262.0,38,1508,568.0
1306,2263.0,3328,2294,1562.0
1477,2264.0,1950,4772,2184.0
1496,2265.0,1376,4559,2416.0
2869,2266.0,2368,4319,1446.0
2690,2267.0,4068,1971,1408.0
2569,2268.0,2670,2700,610.0
666,2269.0,2844,4023,1715.0
1672,2270.0,2805,4336,487.0
1356,2271.0,2254,3379,2511.0
2487,2272.0,1940,1216,1901.0
2192,2273.0,3267,531,1296.0
627,2274.0,3056,773,217.0
1809,2275.0,2949,628,2513.0
765,2276.0,1158,598,2856.0
319,2277.0,3227,3660,1066.0
1227,2278.0,1567,4861,1572.0
2603,2279.0,762,2563,1049.0
2187,2280.0,475,4204,47.0
520,2281.0,1165,2664,914.0
1295,2282.0,2070,1437,559.0
136,2283.0,1960,4735,1744.0
1100,2284.0,4730,1018,959.0
2238,2285.0,4619,4769,1852.0
569,2286.0,2657,685,430.0
1861,2287.0,3713,2270,2712.0
1440,2288.0,1301,252,674.0
2773,2289.0,2533,3051,2454.0
1797,2290.0,4171,25,2321.0
2002,2291.0,3287,1425,275.0
2144,2292.0,1118,542,693.0
102,2293.0,308,1980,1470.0
473,2294.0,1408,3037,571.0
1689,2295.0,857,3788,1357.0
1266,2296.0,1948,3105,1804.0
2852,2297.0,1132,79,836.0
958,2298.0,2576,4359,1190.0
1691,2299.0,2804,2873,2358.0
2274,2300.0,3134,1786,859.0
2426,2301.0,1482,1080,2365.0
1880,2302.0,2188,3994,2169.0
2644,2303.0,1617,2181,2047.0
2609,2304.0,631,3717,2339.0
2599,2305.0,3173,3783,714.0
2445,2306.0,572,3502,1827.0
1101,2307.0,4235,4167,2067.0
122,2308.0,4198,1019,1301.0
2675,2309.0,210,723,208.0
1649,2310.0,4185,3136,106.0
950,2311.0,2895,854,130.0
428,2312.0,73,2367,501.0
2706,2313.0,4481,844,1567.0
793,2314.0,1647,1923,451.0
217,2315.0,634,2222,253.0
396,2316.0,1734,3363,379.0
495,2317.0,3669,2671,940.0
457,2318.0,3969,1832,1533.0
1679,2319.0,1554,754,895.0
2817,2320.0,944,2676,2517.0
1521,2321.0,2784,5,198.0
20,2322.0,1912,2841,2145.0
54,2323.0,1505,350,1207.0
1873,2324.0,4202,2216,1685.0
897,2325.0,2372,117,2595.0
1896,2326.0,3159,4390,1009.0
1421,2327.0,1458,725,1920.0
158,2328.0,3998,2342,907.0
946,2329.0,3875,3634,1813.0
1199,2330.0,4159,4572,2455.0
2836,2331.0,377,2256,1144.0
1246,2332.0,746,3995,723.0
112,2333.0,62,3576,1855.0
2790,2334.0,2526,3311,2838.0
1074,2335.0,3958,1846,2546.0
961,2336.0,3259,2137,1802.0
1859,2337.0,2660,3941,322.0
2296,2338.0,2136,4850,1552.0
1975,2339.0,1066,2301,941.0
2825,2340.0,2347,4528,2627.0
548,2341.0,3827,4858,284.0
2122,2342.0,2377,4277,754.0
1631,2343.0,4368,2730,492.0
1495,2344.0,1522,2997,903.0
253,2345.0,3116,3690,2731.0
301,2346.0,1052,836,1331.0
630,2347.0,4745,661,1670.0
951,2348.0,1673,2363,2711.0
891,2349.0,1521,3596,42.0
972,2350.0,2963,344,2094.0
2449,2351.0,3694,2494,1092.0
2696,2352.0,671,2393,1026.0
2698,2353.0,1863,1668,1582.0
1478,2354.0,2814,416,349.0
2872,2355.0,2788,2875,961.0
2720,2356.0,2732,1944,1261.0
889,2357.0,295,3364,2194.0
2308,2358.0,2400,4387,2237.0
2405,2359.0,3152,4344,2763.0
2183,2360.0,3574,855,1618.0
250,2361.0,1167,1050,2497.0
311,2362.0,2187,705,2469.0
2037,2363.0,3067,1529,500.0
46,2364.0,2857,779,641.0
1584,2365.0,3515,1024,1910.0
2828,2366.0,4556,4010,2271.0
1634,2367.0,3657,2372,2116.0
2809,2368.0,4777,3378,2718.0
125,2369.0,1842,309,1610.0
2090,2370.0,4472,4588,2325.0
2608,2371.0,1248,4407,2735.0
2774,2372.0,1147,3495,631.0
1277,2373.0,4656,2241,2773.0
878,2374.0,4744,4321,2238.0
1514,2375.0,602,2399,454.0
455,2376.0,1350,3733,1999.0
221,2377.0,444,3045,1333.0
2824,2378.0,1817,387,1712.0
517,2379.0,549,1442,1600.0
1086,2380.0,4839,521,1718.0
1669,2381.0,3555,4374,2296.0
596,2382.0,1637,1281,1514.0
2409,2383.0,3900,1652,1927.0
2734,2384.0,4264,230,406.0
744,2385.0,3346,3681,308.0
1214,2386.0,2986,27,305.0
280,2387.0,1340,3672,2613.0
1032,2388.0,380,804,0.0
2627,2389.0,3734,2051,2051.0
698,2390.0,2144,249,1027.0
1023,2391.0,3631,1530,139.0
2166,2392.0,1796,3588,776.0
1125,2393.0,918,4275,1473.0
276,2394.0,1917,4517,2576.0
1178,2395.0,18,3112,2664.0
